#{"t_start": 1733286343.4925592, "env_id": "Pusher-v5"}
r,l,t
-40.331392,100,570.895805
-31.039042,100,570.941885
-34.637175,100,570.989604
-23.975706,100,571.035327
-25.681371,100,571.082857
-32.15726,100,571.128873
-28.662167,100,571.176557
-26.19785,100,571.222728
-25.026757,100,571.268295
-23.785508,100,571.31623
-22.759226,100,571.361821
-26.251661,100,571.408977
-28.077707,100,571.454289
-30.639302,100,571.50163
-28.901513,100,572.07601
-32.371644,100,572.126286
-39.062505,100,572.172712
-30.451824,100,572.221996
-33.42866,100,572.268486
-26.843232,100,572.318309
-28.019151,100,572.36517
-28.88063,100,572.414883
-37.522511,100,572.461547
-26.353684,100,572.509832
-28.811179,100,572.556892
-33.286642,100,572.604748
-30.808806,100,572.651346
-30.310414,100,572.699095
-31.17002,100,572.745413
-23.752181,100,572.790824
-24.733852,100,572.839005
-29.075012,100,572.884811
-31.757927,100,572.933373
-22.880774,100,572.979104
-41.861731,100,573.553149
-31.713798,100,573.600489
-29.856133,100,573.649191
-26.155435,100,573.695531
-23.423291,100,573.7438
-46.883367,100,573.790328
-31.353687,100,573.838907
-26.259849,100,573.885503
-28.14131,100,573.933177
-37.40671,100,573.98056
-33.394456,100,574.029192
-27.723679,100,574.07599
-29.882283,100,574.123276
-22.368079,100,574.170288
-24.676554,100,574.215846
-24.988956,100,574.26523
-48.547375,100,574.310866
-24.444471,100,574.359871
-25.801723,100,574.405479
-26.255325,100,574.454316
-28.598329,100,574.500335
-28.458442,100,575.097329
-32.714685,100,575.148928
-29.343736,100,575.198383
-33.141787,100,575.249764
-27.306832,100,575.298861
-31.598216,100,575.349878
-30.33749,100,575.399151
-25.250298,100,575.449353
-23.31681,100,575.497923
-26.203978,100,575.548307
-23.430049,100,575.597483
-22.453031,100,575.647833
-23.644969,100,575.696838
-26.650198,100,575.746782
-28.827146,100,575.796769
-23.145879,100,575.844754
-25.190719,100,575.89626
-25.815596,100,575.944665
-22.939268,100,575.99571
-23.953502,100,576.044111
-32.963304,100,576.634742
-32.615467,100,576.684582
-25.838358,100,576.732872
-30.322861,100,576.782412
-32.632387,100,576.830791
-24.539568,100,576.88045
-22.663023,100,576.928811
-31.140789,100,576.977201
-22.708903,100,577.025251
-30.447641,100,577.073714
-31.5427,100,577.121389
-33.43721,100,577.170441
-25.844486,100,577.218189
-28.433588,100,577.266495
-27.349642,100,577.315842
-28.140876,100,577.363339
-32.793134,100,577.412283
-32.806943,100,577.45955
-30.377587,100,577.508137
-27.589003,100,577.555546
-23.361203,100,577.605921
-27.90926,100,578.168051
-28.665726,100,578.215145
-32.702094,100,578.261358
-48.901486,100,578.308412
-32.204558,100,578.354011
-25.747219,100,578.400892
-28.737744,100,578.446152
-33.173266,100,578.492332
-23.879816,100,578.537894
-32.488643,100,578.582712
-34.534704,100,578.628763
-26.198433,100,578.673559
-43.137318,100,578.720474
-38.224284,100,578.764706
-25.532311,100,578.811264
-24.145297,100,578.855861
-46.547555,100,578.901482
-33.691229,100,578.946535
-33.147253,100,578.990535
-30.534568,100,579.036511
-27.908169,100,579.590806
-32.460829,100,579.638405
-24.921838,100,579.683933
-23.314119,100,579.731021
-44.241081,100,579.776195
-43.531603,100,579.822577
-32.641672,100,579.86789
-27.729262,100,579.913685
-27.858903,100,579.95845
-31.31171,100,580.003172
-35.264301,100,580.049742
-31.676801,100,580.096144
-25.440785,100,580.14284
-31.320233,100,580.187675
-24.810236,100,580.233715
-30.854234,100,580.278593
-31.420208,100,580.325612
-36.829325,100,580.372939
-23.933515,100,580.421937
-31.535903,100,580.466649
-24.632422,100,580.511459
-25.965046,100,581.080639
-29.213127,100,581.128948
-32.438312,100,581.179271
-33.966725,100,581.227329
-33.247058,100,581.273989
-42.040745,100,581.318273
-30.904304,100,581.364514
-23.497516,100,581.409238
-33.034179,100,581.455691
-24.5248,100,581.500495
-22.439373,100,581.545184
-29.284443,100,581.591749
-33.727952,100,581.636563
-24.110981,100,581.683199
-38.099653,100,581.72792
-32.305126,100,581.774399
-31.922295,100,581.818792
-30.783568,100,581.864815
-37.704812,100,581.90903
-47.776221,100,581.95454
-22.652214,100,582.512583
-22.469567,100,582.562228
-31.449565,100,582.611274
-27.238401,100,582.659378
-32.840268,100,582.709349
-28.971848,100,582.757784
-26.607637,100,582.807926
-30.738929,100,582.855694
-25.940647,100,582.905683
-35.598874,100,582.953871
-34.328314,100,583.004348
-27.607458,100,583.051855
-30.178501,100,583.10139
-38.745814,100,583.149674
-28.741236,100,583.199615
-24.567482,100,583.247455
-26.678153,100,583.296723
-26.848319,100,583.344959
-28.373267,100,583.394594
-26.664093,100,583.442277
-50.839066,100,583.492026
-30.104282,100,584.075294
-29.608764,100,584.126204
-31.554632,100,584.174905
-32.521966,100,584.224502
-32.569572,100,584.272273
-34.245743,100,584.321935
-28.080096,100,584.369742
-35.256648,100,584.42006
-36.825504,100,584.467648
-29.204242,100,584.517086
-37.473042,100,584.565198
-33.845084,100,584.615937
-30.508224,100,584.664498
-27.056189,100,584.71434
-32.256353,100,584.762709
-32.910655,100,584.812677
-25.949313,100,584.860079
-32.33918,100,584.908567
-22.499375,100,584.956166
-35.276938,100,585.004684
-28.812168,100,585.564451
-27.750331,100,585.612065
-26.032724,100,585.657858
-33.167238,100,585.704592
-23.053687,100,585.750253
-28.989833,100,585.79594
-32.013294,100,585.842738
-24.838775,100,585.88795
-24.457931,100,585.935048
-28.899082,100,585.980019
-26.052425,100,586.028069
-31.338241,100,586.075772
-32.915646,100,586.124851
-25.796762,100,586.172719
-30.223037,100,586.22119
-29.054838,100,586.269212
-34.685046,100,586.3178
-30.020748,100,586.366052
-31.160549,100,586.415264
-27.357548,100,586.463421
-26.211335,100,586.510516
-31.806759,100,587.086061
-26.442722,100,587.131865
-38.21832,100,587.180014
-32.694915,100,587.225682
-27.846487,100,587.273063
-35.076288,100,587.318737
-26.089977,100,587.366008
-39.9371,100,587.41207
-31.17309,100,587.459418
-29.161951,100,587.505135
-22.621179,100,587.551286
-30.288953,100,587.597368
-51.29289,100,587.64205
-28.202817,100,587.689237
-31.497886,100,587.734234
-34.849009,100,587.781125
-26.251815,100,587.827233
-28.172634,100,587.874893
-32.829943,100,587.920201
-26.088438,100,587.967995
-32.06844,100,588.532786
-31.706592,100,588.580328
-34.809868,100,588.625684
-31.648828,100,588.671836
-39.141594,100,588.717317
-30.767468,100,588.762004
-28.519265,100,588.808946
-24.128596,100,588.854268
-28.237585,100,588.901371
-35.772209,100,588.94562
-31.313814,100,588.99205
-31.180235,100,589.037021
-28.390539,100,589.082914
-27.935415,100,589.128013
-22.740162,100,589.173616
-32.74387,100,589.218962
-33.560044,100,589.263446
-28.509699,100,589.309812
-29.624262,100,589.354287
-28.749176,100,589.400767
-29.394276,100,589.445297
-32.588005,100,590.003711
-29.836431,100,590.048922
-27.166625,100,590.09537
-25.43106,100,590.140188
-35.17132,100,590.18925
-26.213797,100,590.234442
-28.632146,100,590.2792
-33.328009,100,590.327432
-27.793747,100,590.374995
-24.418316,100,590.422712
-38.312828,100,590.467788
-26.516488,100,590.514141
-26.311007,100,590.559083
-23.794992,100,590.605585
-24.644911,100,590.652926
-34.567396,100,590.701608
-32.72014,100,590.748295
-28.352822,100,590.796762
-28.054915,100,590.842555
-30.952487,100,590.889964
-29.671257,100,591.458488
-29.948711,100,591.504552
-25.143389,100,591.553118
-28.427155,100,591.598577
-25.664696,100,591.645815
-27.405398,100,591.689491
-28.603945,100,591.734766
-24.633852,100,591.778355
-24.478004,100,591.824866
-32.09425,100,591.868765
-25.485849,100,591.915128
-24.491605,100,591.958777
-22.363465,100,592.001925
-23.85314,100,592.04781
-30.932481,100,592.09141
-23.563924,100,592.137488
-33.162112,100,592.181169
-28.1249,100,592.2273
-28.064714,100,592.270775
-28.465696,100,592.315033
-26.449543,100,592.866859
-23.408613,100,592.912537
-39.045769,100,592.958301
-25.490078,100,593.001946
-26.428388,100,593.047929
-40.936337,100,593.091737
-22.766485,100,593.137437
-40.555915,100,593.181003
-27.256639,100,593.225382
-28.050526,100,593.271189
-32.10114,100,593.315452
-35.53155,100,593.362021
-26.11681,100,593.40614
-28.775647,100,593.452674
-24.696706,100,593.49636
-26.744359,100,593.539866
-30.54251,100,593.586669
-25.087879,100,593.631754
-34.478799,100,593.679059
-33.310033,100,593.722568
-34.232466,100,593.768867
-44.296399,100,594.319563
-25.56977,100,594.365183
-27.82581,100,594.409463
-26.682102,100,594.453849
-29.676469,100,594.501426
-30.288196,100,594.54661
-28.402782,100,594.592983
-23.592454,100,594.637279
-26.661555,100,594.688549
-30.929534,100,594.733587
-22.181037,100,594.7805
-23.570492,100,594.824488
-47.242639,100,594.867407
-23.71297,100,594.914587
-34.679002,100,594.958742
-31.012343,100,595.00625
-24.405134,100,595.051017
-28.296905,100,595.097831
-23.987864,100,595.142039
-23.032113,100,595.189401
-34.460327,100,595.770263
-23.52931,100,595.818718
-29.774892,100,595.865172
-29.732196,100,595.913447
-27.393935,100,595.959499
-29.681996,100,596.006945
-31.081709,100,596.052942
-32.482756,100,596.100409
-31.666119,100,596.146456
-26.987676,100,596.192253
-28.868097,100,596.240413
-33.246855,100,596.285845
-26.503008,100,596.334137
-24.550375,100,596.380375
-31.272959,100,596.428482
-26.431977,100,596.474511
-28.633535,100,596.522119
-24.325986,100,596.568023
-32.163858,100,596.615841
-48.303037,100,596.661573
-37.307414,100,596.70911
-32.608815,100,597.284078
-32.627082,100,597.33274
-33.291763,100,597.379993
-27.403582,100,597.428416
-30.290039,100,597.475385
-33.002029,100,597.522687
-29.887656,100,597.569749
-34.105819,100,597.615538
-27.558487,100,597.665247
-36.076837,100,597.712194
-35.631303,100,597.761347
-23.034951,100,597.807875
-25.189354,100,597.856657
-28.440806,100,597.902893
-31.955313,100,597.951384
-30.674024,100,597.997482
-26.041429,100,598.045417
-32.442459,100,598.091624
-24.090955,100,598.139208
-32.422136,100,598.185725
-27.634669,100,598.771597
-31.354087,100,598.82108
-22.289985,100,598.872193
-50.28936,100,598.92066
-30.141417,100,598.971629
-42.48376,100,599.018521
-27.165373,100,599.066544
-24.05247,100,599.112673
-32.478203,100,599.160498
-31.17049,100,599.206873
-28.014246,100,599.254005
-30.246131,100,599.300477
-26.501233,100,599.347913
-32.682297,100,599.394647
-28.107973,100,599.440229
-45.416394,100,599.487993
-25.151721,100,599.533751
-30.692625,100,599.581229
-35.875998,100,599.627722
-26.890397,100,599.675617
-29.6424,100,599.721464
-30.792346,100,600.294601
-28.172936,100,600.34158
-30.388126,100,600.391778
-25.835862,100,600.438384
-36.246864,100,600.48738
-22.759353,100,600.533995
-27.989525,100,600.584095
-27.518565,100,600.630624
-32.839032,100,600.679009
-33.133619,100,600.725111
-29.664923,100,600.772203
-37.115128,100,600.819181
-25.693545,100,600.864903
-24.782759,100,600.913342
-36.094971,100,600.959265
-28.341739,100,601.007434
-25.680107,100,601.053446
-21.840487,100,601.102296
-29.730118,100,601.148237
-27.156495,100,601.196666
-34.776496,100,601.789771
-32.726308,100,601.836699
-30.444898,100,601.884768
-27.533031,100,601.931605
-33.329714,100,601.977216
-42.189019,100,602.025147
-31.6815,100,602.070939
-25.787836,100,602.119187
-24.681868,100,602.16499
-30.594626,100,602.213032
-34.277215,100,602.259194
-22.871406,100,602.307694
-24.680027,100,602.353782
-28.200031,100,602.40212
-24.71861,100,602.448538
-27.046565,100,602.495391
-27.229619,100,602.544164
-38.761039,100,602.592691
-26.786117,100,602.644093
-28.135721,100,602.692804
-24.239911,100,602.744246
-28.915984,100,603.332759
-29.787085,100,603.377808
-22.373107,100,603.424681
-31.67008,100,603.471938
-27.958534,100,603.52043
-22.762437,100,603.567751
-25.769756,100,603.616184
-24.212779,100,603.662921
-30.861233,100,603.709613
-48.013932,100,603.757612
-27.835767,100,603.804327
-30.32465,100,603.85135
-28.744778,100,603.898249
-28.093399,100,603.947133
-28.805389,100,603.994295
-24.723583,100,604.042902
-47.927029,100,604.089646
-31.586511,100,604.137183
-33.222974,100,604.181921
-29.319815,100,604.227909
-26.679582,100,604.806766
-25.324487,100,604.854785
-34.682937,100,604.90216
-46.850827,100,604.94909
-33.300951,100,604.99666
-33.071315,100,605.044815
-35.014739,100,605.09311
-29.320098,100,605.141578
-36.481612,100,605.188781
-29.55831,100,605.237359
-30.263952,100,605.284391
-22.949561,100,605.331191
-27.123549,100,605.38018
-22.06522,100,605.427095
-28.03081,100,605.474057
-29.500517,100,605.518504
-30.726534,100,605.565704
-24.4419,100,605.61328
-35.641551,100,605.662444
-27.650983,100,605.709229
-30.955166,100,605.757508
-26.519425,100,606.329758
-30.921714,100,606.377744
-33.107887,100,606.426036
-40.184856,100,606.475059
-28.50645,100,606.52247
-24.316345,100,606.570764
-29.256271,100,606.618397
-26.566837,100,606.664758
-31.06672,100,606.712225
-23.234244,100,606.760193
-26.548529,100,606.807934
-32.207666,100,606.855867
-30.850501,100,606.903994
-27.835411,100,606.950932
-25.370587,100,606.999988
-31.080753,100,607.046686
-26.684314,100,607.095642
-35.757948,100,607.141854
-24.453683,100,607.18924
-33.558764,100,607.237256
-28.097589,100,607.819792
-33.325009,100,607.867858
-31.01593,100,607.91729
-24.760168,100,607.964833
-31.460775,100,608.014027
-25.719669,100,608.061198
-33.102747,100,608.111163
-27.08823,100,608.158136
-26.192857,100,608.206923
-30.933012,100,608.254315
-23.3333,100,608.302855
-23.482264,100,608.350238
-28.116841,100,608.398946
-29.036706,100,608.446609
-34.649645,100,608.49552
-25.506559,100,608.543288
-26.38921,100,608.591774
-27.766854,100,608.639509
-28.30237,100,608.687672
-29.065096,100,608.736014
-26.773386,100,608.784181
-23.267189,100,609.345676
-27.743763,100,609.391693
-31.082196,100,609.438173
-27.710045,100,609.486466
-32.70132,100,609.535625
-30.394551,100,609.582907
-28.653167,100,609.631665
-25.316809,100,609.679012
-30.830115,100,609.727642
-36.938039,100,609.774714
-31.221698,100,609.822126
-27.829045,100,609.866503
-25.862877,100,609.912427
-22.273627,100,609.956681
-31.283868,100,610.002554
-25.51907,100,610.046923
-28.029159,100,610.090997
-41.225722,100,610.136855
-31.550743,100,610.180765
-29.951251,100,610.226625
-27.172389,100,610.787574
-30.510817,100,610.83372
-36.161482,100,610.8779
-25.919055,100,610.923807
-27.221712,100,610.968116
-45.747932,100,611.013471
-29.726223,100,611.057841
-31.764608,100,611.102146
-29.329818,100,611.148023
-23.120938,100,611.193574
-27.328863,100,611.241355
-27.338549,100,611.288429
-22.641267,100,611.33553
-25.23339,100,611.380064
-31.047323,100,611.425577
-32.869241,100,611.469915
-28.533494,100,611.513756
-30.667371,100,611.559245
-32.570837,100,611.603212
-31.859203,100,611.648541
-25.453773,100,611.692741
-39.465459,100,612.257315
-27.045236,100,612.304516
-36.017178,100,612.35237
-28.774143,100,612.396636
-23.641791,100,612.442333
-39.055443,100,612.489365
-29.57927,100,612.537488
-24.441494,100,612.582071
-29.008281,100,612.626227
-28.098,100,612.672132
-25.459146,100,612.716377
-27.645541,100,612.762211
-32.721274,100,612.806819
-35.499931,100,612.852115
-36.185045,100,612.89676
-30.020245,100,612.94261
-31.1612,100,612.986982
-28.355314,100,613.031024
-25.411576,100,613.07723
-42.707343,100,613.121449
-23.494776,100,613.67922
-36.59952,100,613.724407
-27.755137,100,613.770763
-31.83867,100,613.815445
-28.966978,100,613.861344
-23.081702,100,613.905872
-30.477471,100,613.950093
-38.059269,100,613.995873
-34.13199,100,614.040051
-29.199048,100,614.085408
-26.362952,100,614.129754
-22.268819,100,614.176362
-24.826589,100,614.223186
-36.518243,100,614.271755
-36.815762,100,614.318465
-27.895769,100,614.365875
-31.776127,100,614.413243
-35.381666,100,614.460386
-26.557452,100,614.508988
-30.568405,100,614.556098
-29.910541,100,614.604811
-27.704108,100,615.175733
-32.187218,100,615.22068
-33.833361,100,615.265433
-29.988729,100,615.311488
-29.006954,100,615.356081
-25.896423,100,615.401845
-30.879962,100,615.446474
-22.793274,100,615.492066
-24.815183,100,615.536642
-28.577369,100,615.582388
-29.451785,100,615.626769
-30.830967,100,615.671021
-34.815241,100,615.717025
-26.510254,100,615.761022
-30.755484,100,615.807075
-30.226142,100,615.851292
-23.832856,100,615.896849
-33.130724,100,615.941255
-26.491334,100,615.98902
-32.643053,100,616.036482
-39.479679,100,616.604181
-28.459221,100,616.649184
-31.023084,100,616.696023
-30.102906,100,616.742587
-32.344359,100,616.787422
-26.682771,100,616.836276
-27.375277,100,616.883492
-30.226447,100,616.932754
-29.83043,100,616.979386
-22.80698,100,617.027838
-35.429966,100,617.074514
-31.947838,100,617.123211
-29.681975,100,617.167962
-30.620283,100,617.214253
-34.391708,100,617.259004
-32.439341,100,617.305443
-27.844485,100,617.350193
-24.233184,100,617.394233
-34.864184,100,617.440388
-27.297573,100,617.484707
-28.780953,100,617.530915
-29.034577,100,618.092721
-33.531453,100,618.140698
-27.540372,100,618.187426
-25.560191,100,618.23589
-26.185261,100,618.282796
-29.035036,100,618.33102
-35.332653,100,618.377831
-23.651821,100,618.42616
-40.000429,100,618.473737
-25.931317,100,618.522224
-25.465959,100,618.56742
-25.660006,100,618.611205
-37.240093,100,618.657483
-26.53423,100,618.701599
-23.772302,100,618.748353
-29.303159,100,618.795492
-21.614365,100,618.843266
-29.247655,100,618.889941
-23.331274,100,618.937391
-25.079441,100,618.983171
-38.286684,100,619.543445
-21.954613,100,619.588493
-25.554305,100,619.637464
-28.443978,100,619.681684
-31.269228,100,619.726284
-27.00085,100,619.771855
-34.415643,100,619.815519
-32.514712,100,619.861462
-35.384932,100,619.905983
-29.90257,100,619.952034
-36.092723,100,619.996016
-27.339836,100,620.044441
-25.266288,100,620.088919
-30.949414,100,620.133157
-28.641174,100,620.17903
-30.739497,100,620.224972
-32.921161,100,620.274749
-25.816338,100,620.322107
-28.362131,100,620.370363
-28.154581,100,620.414562
-31.319317,100,620.461335
-27.01707,100,621.030165
-27.127124,100,621.076946
-30.490023,100,621.121905
-24.540703,100,621.168234
-26.039466,100,621.215114
-46.389942,100,621.263632
-47.222701,100,621.309291
-32.866206,100,621.354017
-29.615953,100,621.400664
-24.116474,100,621.445073
-39.929296,100,621.490846
-30.260038,100,621.535378
-34.319339,100,621.58147
-33.808606,100,621.626128
-32.459026,100,621.672201
-30.594349,100,621.716516
-24.771758,100,621.760608
-24.947551,100,621.806371
-30.890931,100,621.85061
-36.527072,100,621.896828
-31.694212,100,622.465405
-22.252607,100,622.512659
-26.428518,100,622.557588
-32.185974,100,622.605667
-27.409286,100,622.652856
-29.961933,100,622.70148
-27.302323,100,622.746453
-33.8149,100,622.793414
-35.195355,100,622.839816
-29.643565,100,622.887918
-29.802305,100,622.934723
-30.539939,100,622.979404
-37.229064,100,623.027736
-26.953863,100,623.072626
-30.859697,100,623.1216
-31.724399,100,623.168099
-36.531515,100,623.216823
-46.976767,100,623.263318
-25.369977,100,623.31153
-35.186651,100,623.358668
-31.235328,100,623.406452
-27.360676,100,623.986463
-33.123077,100,624.035725
-30.648441,100,624.083295
-33.599594,100,624.1303
-32.65472,100,624.174919
-24.198332,100,624.220991
-26.602505,100,624.267821
-26.984428,100,624.315477
-25.564954,100,624.36291
-30.443385,100,624.411157
-29.686251,100,624.456135
-34.041407,100,624.502696
-28.1231,100,624.551728
-26.431327,100,624.597542
-27.212217,100,624.644456
-32.584038,100,624.688971
-23.969624,100,624.735422
-28.858727,100,624.780012
-27.094094,100,624.829416
-24.412654,100,624.876665
-23.180885,100,625.459374
-21.725625,100,625.506564
-31.804021,100,625.555601
-38.846409,100,625.602676
-23.987421,100,625.649785
-32.888547,100,625.694157
-32.007674,100,625.739898
-25.334268,100,625.783717
-22.13159,100,625.829605
-29.449774,100,625.874237
-31.00201,100,625.918038
-30.928349,100,625.964328
-27.456234,100,626.00878
-24.002108,100,626.054686
-33.26337,100,626.09865
-28.616891,100,626.144662
-27.471687,100,626.189145
-33.423236,100,626.234564
-27.787724,100,626.279111
-25.893877,100,626.323265
-28.747374,100,626.369525
-26.625716,100,626.941246
-25.004144,100,626.987931
-27.761158,100,627.032501
-22.564429,100,627.078882
-26.229927,100,627.123477
-23.369224,100,627.169397
-26.607762,100,627.214347
-24.422036,100,627.261941
-27.340601,100,627.309307
-32.508259,100,627.357718
-23.912352,100,627.405074
-27.52652,100,627.450603
-25.989555,100,627.496552
-30.783118,100,627.540563
-23.126806,100,627.586426
-23.264749,100,627.630596
-28.581984,100,627.676753
-24.811304,100,627.721106
-30.828211,100,627.766781
-28.465771,100,627.810814
-28.178645,100,628.384437
-22.908746,100,628.432546
-26.49733,100,628.48133
-22.565675,100,628.529215
-23.663538,100,628.578395
-42.666583,100,628.625957
-27.053762,100,628.674917
-26.646055,100,628.723055
-29.932664,100,628.769902
-27.013119,100,628.819076
-27.503206,100,628.865634
-29.360989,100,628.915336
-31.447631,100,628.962388
-28.952402,100,629.00946
-29.275404,100,629.053988
-36.035709,100,629.100502
-32.261586,100,629.145327
-33.688105,100,629.191589
-33.699632,100,629.236354
-46.254391,100,629.282104
-32.15001,100,629.86719
-23.597393,100,629.915143
-33.141151,100,629.960054
-38.683706,100,630.007899
-27.204094,100,630.05253
-25.568334,100,630.099161
-25.24517,100,630.144499
-32.121228,100,630.188676
-26.564454,100,630.236093
-21.965639,100,630.280331
-33.96255,100,630.327575
-24.67502,100,630.37184
-30.363976,100,630.417677
-28.034708,100,630.462359
-22.772152,100,630.50843
-23.79853,100,630.552482
-23.407769,100,630.596703
-24.916456,100,630.644444
-26.818013,100,630.688915
-26.219091,100,630.735287
-23.565741,100,630.779544
-25.346302,100,631.349349
-31.789065,100,631.394749
-29.070814,100,631.44237
-23.183359,100,631.487105
-29.077178,100,631.53414
-22.039296,100,631.591443
-35.592943,100,631.638637
-23.660195,100,631.683767
-27.938255,100,631.730335
-32.952213,100,631.778297
-24.291642,100,631.824962
-26.781591,100,631.873713
-25.994331,100,631.920461
-23.31867,100,631.968982
-32.065321,100,632.015908
-29.175851,100,632.064659
-32.709389,100,632.111826
-28.61433,100,632.160585
-32.258467,100,632.207703
-22.762233,100,632.256142
-27.892565,100,632.810245
-27.601726,100,632.857253
-30.517372,100,632.902581
-31.051537,100,632.949496
-33.206955,100,632.994584
-27.276744,100,633.03952
-28.356606,100,633.085961
-34.281322,100,633.130641
-23.850525,100,633.177281
-25.309106,100,633.222229
-28.370325,100,633.268585
-31.655878,100,633.313454
-23.448487,100,633.359384
-26.894552,100,633.404397
-41.226441,100,633.450671
-24.207381,100,633.495649
-39.68011,100,633.540746
-38.862961,100,633.587547
-30.732048,100,633.632351
-32.426917,100,633.678774
-24.131552,100,633.723207
-31.786384,100,634.274144
-29.783425,100,634.322227
-32.104937,100,634.371498
-30.384953,100,634.41918
-27.644126,100,634.467526
-28.27021,100,634.515132
-35.113813,100,634.561808
-31.97366,100,634.610897
-24.359318,100,634.658179
-27.809973,100,634.707727
-32.731037,100,634.755641
-43.443653,100,634.804634
-31.38028,100,634.852812
-31.805553,100,634.902889
-35.814806,100,634.950707
-21.895098,100,634.998961
-28.679983,100,635.045707
-27.943355,100,635.095084
-28.985071,100,635.142516
-31.859572,100,635.191089
-38.536748,100,635.751939
-31.245456,100,635.799832
-32.269266,100,635.84589
-22.342173,100,635.893385
-25.839393,100,635.939169
-32.62878,100,635.987384
-26.339762,100,636.035153
-29.646856,100,636.082484
-35.100511,100,636.130212
-28.011375,100,636.177813
-22.171586,100,636.227078
-33.925829,100,636.274734
-30.465606,100,636.323571
-35.311639,100,636.369136
-22.613416,100,636.424879
-36.887448,100,636.47482
-32.333801,100,636.524055
-22.351832,100,636.571637
-24.152459,100,636.619942
-29.351159,100,636.664872
-26.02224,100,636.711142
-33.26443,100,637.278336
-36.996705,100,637.32648
-28.683321,100,637.372472
-43.718976,100,637.419642
-35.737775,100,637.465417
-22.122514,100,637.512584
-30.206244,100,637.558129
-44.771495,100,637.604164
-28.862886,100,637.652499
-26.632297,100,637.700493
-35.895981,100,637.749062
-42.300782,100,637.794516
-33.23186,100,637.84177
-27.799973,100,637.887417
-25.558927,100,637.934605
-38.164556,100,637.980387
-22.307345,100,638.027056
-31.983605,100,638.072303
-37.739796,100,638.117373
-25.07447,100,638.164946
-32.823242,100,638.748143
-26.155335,100,638.793871
-35.056287,100,638.841297
-30.961537,100,638.887039
-23.061383,100,638.935863
-31.422183,100,638.981256
-27.010078,100,639.026726
-33.892957,100,639.074445
-38.146001,100,639.120252
-34.664054,100,639.167586
-23.569236,100,639.213312
-29.067504,100,639.260405
-29.416327,100,639.30554
-24.420653,100,639.352556
-33.771549,100,639.398259
-27.036494,100,639.444515
-29.305497,100,639.490516
-32.99174,100,639.536373
-24.502511,100,639.58433
-24.839979,100,639.630227
-25.245888,100,639.677405
-30.488873,100,640.247432
-33.629633,100,640.297245
-28.347801,100,640.344812
-33.510214,100,640.393881
-43.996112,100,640.4417
-29.731236,100,640.490566
-26.555631,100,640.537799
-35.413524,100,640.586981
-33.952552,100,640.634332
-22.034581,100,640.683449
-25.868397,100,640.731356
-24.864438,100,640.780609
-23.438913,100,640.827413
-32.924123,100,640.876827
-22.948938,100,640.924026
-28.17827,100,640.972924
-29.949157,100,641.018659
-33.828418,100,641.064795
-36.99384,100,641.109578
-32.183302,100,641.154088
-40.087919,100,641.723656
-29.7146,100,641.770524
-37.417279,100,641.81979
-31.050503,100,641.86651
-30.225008,100,641.915347
-24.184733,100,641.961733
-28.999663,100,642.010618
-22.891801,100,642.056935
-36.666391,100,642.105771
-34.264449,100,642.152187
-31.691476,100,642.200171
-33.321583,100,642.247184
-28.622775,100,642.295456
-32.603916,100,642.342793
-36.401514,100,642.39088
-31.226651,100,642.437671
-33.401064,100,642.483797
-40.713663,100,642.532616
-27.842803,100,642.578846
-29.987719,100,642.628018
-42.947249,100,642.674163
-29.276034,100,643.251884
-28.255298,100,643.298619
-30.971831,100,643.347652
-22.308453,100,643.39396
-25.319039,100,643.442691
-31.98213,100,643.489651
-29.9472,100,643.538357
-33.669662,100,643.585483
-27.141428,100,643.63359
-31.437681,100,643.68105
-31.27782,100,643.729201
-34.458984,100,643.776129
-32.105363,100,643.823503
-36.32857,100,643.870758
-21.891891,100,643.916261
-32.304462,100,643.964437
-33.342649,100,644.010579
-28.769094,100,644.059452
-34.728422,100,644.106189
-30.447072,100,644.155154
-26.968398,100,644.732086
-44.98051,100,644.782119
-29.00297,100,644.828598
-26.03614,100,644.878002
-33.116652,100,644.925444
-22.44269,100,644.974377
-24.81497,100,645.020317
-32.115873,100,645.069512
-33.185318,100,645.115938
-36.95729,100,645.164502
-41.202753,100,645.212735
-29.356195,100,645.262086
-30.704511,100,645.307697
-23.831983,100,645.355212
-31.939502,100,645.402017
-24.00425,100,645.449021
-25.958406,100,645.495794
-32.045558,100,645.541934
-24.612657,100,645.590155
-27.049973,100,645.636373
-37.233607,100,645.683939
-25.438536,100,646.261388
-24.038007,100,646.309073
-26.933166,100,646.355308
-28.134078,100,646.403791
-34.88537,100,646.45003
-32.812419,100,646.498589
-27.795203,100,646.544569
-39.562623,100,646.593477
-26.29013,100,646.639947
-30.001842,100,646.687726
-39.186138,100,646.734582
-30.234281,100,646.782316
-31.375969,100,646.829622
-29.776847,100,646.87956
-37.331158,100,646.928953
-34.262256,100,646.977875
-30.995113,100,647.024327
-25.605799,100,647.071349
-32.787125,100,647.116757
-36.127355,100,647.162309
-30.96121,100,647.732135
-28.777325,100,647.78058
-29.944775,100,647.82834
-21.991954,100,647.874516
-21.652978,100,647.922936
-26.897812,100,647.969167
-32.639729,100,648.017768
-33.218949,100,648.064049
-30.106008,100,648.112219
-27.20533,100,648.158717
-21.845907,100,648.206722
-27.051812,100,648.25309
-31.756451,100,648.300758
-26.994565,100,648.347366
-27.644022,100,648.394576
-32.116811,100,648.441393
