#{"t_start": 1733160959.42986, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
450.0,633,12097.527421
565.0,938,12103.738068
365.0,557,12107.427182
320.0,537,12110.983912
420.0,570,12114.763003
595.0,789,12119.998865
435.0,552,12123.682781
215.0,423,12126.549542
450.0,655,12130.939609
420.0,573,12134.759094
140.0,291,12136.689117
365.0,626,12140.871221
425.0,643,12145.127918
365.0,523,12148.587105
440.0,689,12153.16467
470.0,632,12157.353473
480.0,592,12161.27858
420.0,659,12165.632775
435.0,527,12169.126144
530.0,913,12175.153557
485.0,673,12179.610918
395.0,539,12183.180418
425.0,562,12186.924167
390.0,546,12190.5275
215.0,370,12193.000272
410.0,568,12196.77168
450.0,640,12201.008211
395.0,549,12204.639509
440.0,648,12208.940924
525.0,941,12215.148698
490.0,676,12219.629037
470.0,567,12223.406065
330.0,475,12226.551991
360.0,555,12230.216636
395.0,561,12233.935537
240.0,407,12236.660272
420.0,595,12240.601785
315.0,523,12244.093189
665.0,686,12248.720686
420.0,716,12253.584317
500.0,904,12259.613484
475.0,651,12263.923443
525.0,644,12268.179813
565.0,614,12272.282696
450.0,630,12276.484221
570.0,908,12282.515517
425.0,593,12286.468494
570.0,861,12292.176535
395.0,639,12296.416544
185.0,364,12298.842782
185.0,402,12301.51486
470.0,647,12305.829386
450.0,683,12310.379588
475.0,652,12314.709615
750.0,1044,12321.588952
530.0,692,12326.185777
495.0,677,12330.682658
315.0,426,12333.49255
670.0,656,12337.847745
540.0,862,12343.592057
465.0,604,12347.607803
185.0,289,12349.528607
425.0,605,12353.53668
185.0,349,12355.896345
400.0,612,12359.960504
195.0,374,12362.455995
435.0,602,12366.467142
170.0,381,12368.995394
415.0,680,12373.52847
315.0,511,12376.951879
435.0,742,12381.869874
390.0,607,12385.933954
470.0,637,12390.16823
390.0,607,12394.222899
470.0,687,12398.79984
95.0,263,12400.539146
730.0,1084,12407.779778
335.0,805,12413.169959
755.0,825,12418.729747
480.0,702,12423.4736
435.0,614,12427.609167
185.0,373,12430.135596
830.0,972,12436.659084
345.0,527,12440.227943
70.0,262,12442.003127
555.0,952,12448.412021
345.0,515,12451.89935
510.0,654,12456.333676
495.0,730,12461.261337
510.0,674,12465.824276
250.0,465,12468.974277
335.0,614,12473.117975
320.0,638,12477.41976
575.0,881,12483.36119
95.0,271,12485.209765
225.0,384,12487.799961
925.0,1014,12494.620124
315.0,490,12497.931253
215.0,398,12500.618793
320.0,527,12504.201028
270.0,467,12507.364926
330.0,519,12510.879008
470.0,657,12515.288772
315.0,512,12518.725184
430.0,616,12522.861835
320.0,501,12526.213403
365.0,522,12529.728296
425.0,539,12533.343212
320.0,456,12536.407438
315.0,534,12539.994987
315.0,427,12542.861716
315.0,465,12545.975021
470.0,575,12549.806829
185.0,366,12552.233115
575.0,1106,12559.530682
390.0,603,12563.522891
225.0,419,12566.311823
470.0,735,12571.174689
465.0,718,12575.968901
330.0,621,12580.159725
470.0,696,12584.850439
345.0,512,12588.28368
345.0,468,12591.425575
230.0,407,12594.159117
125.0,291,12596.122057
425.0,595,12600.13081
285.0,569,12603.944125
450.0,574,12607.803916
415.0,649,12612.170116
195.0,367,12614.653687
315.0,499,12617.988581
405.0,570,12621.820902
225.0,386,12624.418838
670.0,582,12628.328801
420.0,540,12631.959826
165.0,299,12633.988094
150.0,303,12636.005025
435.0,569,12639.85023
160.0,293,12641.809035
395.0,554,12645.526253
360.0,683,12650.065008
195.0,364,12652.493827
345.0,448,12655.473692
165.0,299,12657.47974
330.0,475,12660.657605
420.0,524,12664.154034
530.0,615,12668.23162
495.0,593,12672.182766
400.0,570,12675.984528
150.0,297,12677.96024
320.0,486,12681.204915
315.0,479,12684.40279
755.0,1042,12691.279432
260.0,431,12694.152252
315.0,510,12697.517502
345.0,555,12701.201587
555.0,825,12706.677174
420.0,533,12710.247302
70.0,259,12711.965142
470.0,588,12715.878319
170.0,380,12718.409769
195.0,379,12720.939156
585.0,843,12726.54724
185.0,353,12728.906503
185.0,341,12731.184608
470.0,689,12735.762938
130.0,289,12737.681469
450.0,548,12741.316653
470.0,554,12744.985857
440.0,642,12749.247382
450.0,574,12753.046694
315.0,491,12756.318411
320.0,515,12759.756914
470.0,647,12764.076681
420.0,792,12769.347219
450.0,543,12772.956498
155.0,364,12775.396022
330.0,427,12778.251338
320.0,456,12781.29334
70.0,258,12783.045907
65.0,333,12785.265357
320.0,482,12788.461475
315.0,482,12791.693075
225.0,411,12794.438598
330.0,507,12797.807915
315.0,424,12800.634423
70.0,245,12802.287951
525.0,831,12807.796016
490.0,649,12812.130213
255.0,341,12814.408381
420.0,572,12818.221117
525.0,587,12822.12134
505.0,611,12826.181644
355.0,656,12830.561108
225.0,470,12833.716358
390.0,601,12837.719493
395.0,600,12841.712741
195.0,338,12843.970392
405.0,599,12847.938124
550.0,1048,12854.896926
70.0,265,12856.683557
315.0,420,12859.487427
600.0,1076,12866.615666
525.0,884,12872.470874
420.0,582,12876.344785
495.0,683,12880.896269
420.0,587,12884.81928
390.0,604,12888.881901
540.0,798,12894.26205
200.0,377,12896.797332
110.0,375,12899.36024
585.0,1038,12906.307009
230.0,497,12909.649563
260.0,361,12912.080965
285.0,456,12915.1459
380.0,619,12919.29181
475.0,651,12923.667631
580.0,885,12929.573087
780.0,1375,12938.787776
490.0,613,12942.900503
450.0,647,12947.249126
360.0,569,12951.068014
330.0,443,12954.05362
195.0,374,12956.544139
455.0,581,12960.447706
390.0,596,12964.465122
420.0,529,12968.038073
570.0,799,12973.371236
585.0,823,12978.877898
495.0,841,12984.494594
240.0,374,12987.02066
470.0,638,12991.302297
150.0,332,12993.538517
315.0,476,12996.738885
210.0,457,12999.825425
525.0,638,13004.094594
470.0,700,13008.809151
285.0,524,13012.352982
575.0,1081,13019.605613
395.0,596,13023.609839
565.0,612,13027.739277
450.0,623,13031.936039
470.0,582,13035.857233
605.0,1107,13043.25185
420.0,568,13047.063778
315.0,514,13050.528526
540.0,853,13056.274689
390.0,600,13060.34328
515.0,682,13064.967575
475.0,638,13069.263677
775.0,1131,13076.891978
495.0,571,13080.723289
335.0,641,13085.044184
470.0,581,13088.949233
185.0,292,13090.923865
425.0,573,13094.766138
330.0,544,13098.426103
555.0,912,13104.51905
95.0,263,13106.292866
685.0,931,13112.54761
315.0,505,13115.948147
70.0,262,13117.730894
525.0,643,13122.056597
345.0,506,13125.500926
470.0,572,13129.353984
520.0,859,13135.13929
500.0,651,13139.507776
525.0,601,13143.563775
395.0,643,13147.890581
240.0,456,13150.944676
475.0,588,13154.905892
315.0,506,13158.315153
450.0,576,13162.184545
470.0,566,13165.974766
315.0,501,13169.380491
395.0,531,13172.982463
225.0,418,13175.832719
390.0,552,13179.595096
285.0,759,13184.757892
190.0,456,13187.872452
230.0,355,13190.277609
450.0,546,13193.984682
520.0,635,13198.306586
595.0,570,13202.184955
240.0,442,13205.208935
510.0,654,13209.652016
485.0,734,13214.646296
775.0,951,13221.049597
285.0,705,13225.83461
315.0,435,13228.778973
140.0,285,13230.722862
665.0,675,13235.276179
265.0,411,13238.057532
300.0,460,13241.18995
315.0,553,13244.94845
510.0,580,13248.894021
105.0,259,13250.662413
580.0,904,13256.786037
800.0,1163,13264.672654
345.0,521,13268.195828
610.0,1086,13275.555111
50.0,280,13277.463379
315.0,518,13280.979184
365.0,593,13285.015519
450.0,756,13290.119716
490.0,730,13295.069882
575.0,895,13301.100574
475.0,648,13305.48644
160.0,369,13307.996463
345.0,523,13311.544634
725.0,774,13316.793583
725.0,896,13322.853945
350.0,619,13327.067163
605.0,1109,13334.588901
565.0,601,13338.70165
135.0,271,13340.550966
440.0,807,13346.068172
390.0,608,13350.218406
405.0,610,13354.375726
540.0,695,13359.113102
320.0,474,13362.385521
185.0,383,13364.992139
470.0,634,13369.358757
185.0,346,13371.723693
790.0,987,13378.489076
450.0,552,13382.269922
465.0,978,13388.946726
315.0,490,13392.284388
470.0,651,13396.722683
535.0,914,13402.953145
500.0,683,13407.60663
540.0,883,13413.631633
800.0,1035,13420.680161
470.0,707,13425.514424
140.0,291,13427.521301
585.0,1032,13434.573092
525.0,1006,13441.484268
495.0,699,13446.257795
195.0,338,13448.604922
470.0,652,13453.105694
440.0,602,13457.20685
465.0,770,13462.490294
450.0,755,13467.687451
420.0,566,13471.553112
435.0,553,13475.364838
185.0,290,13477.362929
455.0,583,13481.374195
315.0,412,13484.209899
470.0,580,13488.203118
420.0,587,13492.218271
125.0,267,13494.072102
370.0,626,13498.385634
195.0,372,13500.94778
125.0,268,13502.783515
330.0,518,13506.349254
555.0,1042,13513.480646
570.0,844,13519.252053
545.0,695,13524.00085
495.0,692,13528.748097
520.0,941,13535.220418
540.0,869,13541.199979
560.0,884,13547.252245
730.0,740,13552.323081
365.0,518,13555.864408
570.0,824,13561.501476
335.0,477,13564.788755
475.0,648,13569.231226
345.0,454,13572.336668
450.0,720,13577.279701
450.0,637,13581.647218
320.0,474,13584.918307
315.0,473,13588.18726
330.0,454,13591.324579
465.0,727,13596.30251
680.0,859,13602.223878
610.0,1045,13609.352064
520.0,685,13614.051535
605.0,1102,13621.559985
695.0,691,13626.285503
530.0,661,13630.797058
315.0,518,13634.373944
315.0,443,13637.414699
465.0,600,13641.514226
450.0,629,13645.834807
215.0,364,13648.34004
420.0,527,13651.960512
555.0,899,13658.099048
565.0,810,13663.650124
420.0,581,13667.637573
420.0,572,13671.553062
240.0,439,13674.572309
525.0,695,13679.314582
475.0,642,13683.738667
545.0,921,13690.049949
320.0,495,13693.451831
530.0,668,13698.033861
315.0,497,13701.442574
320.0,531,13705.091441
320.0,522,13708.667471
225.0,440,13711.683047
315.0,483,13714.997538
105.0,291,13716.990358
585.0,752,13722.132076
585.0,942,13728.571002
315.0,444,13731.632053
540.0,645,13736.059462
590.0,772,13741.372924
320.0,498,13744.787694
450.0,524,13748.410494
315.0,567,13752.324575
470.0,644,13756.769052
695.0,881,13762.797985
540.0,836,13768.542933
225.0,534,13772.212156
810.0,1403,13781.792401
420.0,610,13785.980771
475.0,890,13792.050036
440.0,718,13796.995202
225.0,419,13799.867767
170.0,293,13801.893508
315.0,618,13806.107873
210.0,335,13808.412855
525.0,679,13813.072441
495.0,660,13817.609862
160.0,291,13819.628144
575.0,1040,13826.744522
555.0,808,13832.273962
315.0,575,13836.224181
135.0,272,13838.093613
435.0,602,13842.265009
315.0,430,13845.21842
315.0,495,13848.62165
330.0,444,13851.686398
320.0,516,13855.231871
405.0,552,13859.029155
610.0,885,13865.086137
420.0,519,13868.651829
470.0,544,13872.404256
600.0,1238,13880.915972
495.0,647,13885.373838
420.0,547,13889.137407
420.0,614,13893.354269
580.0,865,13899.264038
225.0,400,13902.003976
435.0,643,13906.445508
135.0,273,13908.314502
135.0,273,13910.18812
320.0,456,13913.342234
775.0,1022,13920.380954
420.0,527,13923.9999
525.0,847,13929.820453
470.0,622,13934.087657
495.0,700,13938.88988
195.0,354,13941.32479
565.0,869,13947.271814
620.0,953,13953.815282
545.0,888,13959.913915
555.0,859,13965.794261
430.0,584,13969.814021
570.0,775,13975.135588
485.0,648,13979.583153
640.0,684,13984.280208
435.0,601,13988.422908
380.0,599,13992.5466
600.0,943,13999.00273
440.0,596,14003.099237
490.0,743,14008.237615
110.0,256,14009.990366
525.0,718,14014.91127
365.0,574,14018.878401
390.0,543,14022.607921
510.0,657,14027.129238
315.0,527,14030.747465
555.0,821,14036.421903
420.0,578,14040.420514
155.0,484,14043.771263
345.0,508,14047.295701
105.0,265,14049.126715
315.0,486,14052.503917
575.0,922,14058.812228
435.0,586,14062.84598
330.0,507,14066.346277
195.0,335,14068.641177
320.0,462,14071.840207
485.0,637,14076.206197
435.0,605,14080.338667
210.0,366,14082.882815
605.0,1099,14090.426452
450.0,574,14094.359734
450.0,616,14098.593836
330.0,521,14102.189384
185.0,326,14104.463538
240.0,450,14107.562323
575.0,1026,14114.611861
345.0,539,14118.344944
110.0,288,14120.331319
510.0,877,14126.353716
130.0,275,14128.228737
440.0,676,14132.78069
605.0,1125,14140.3133
595.0,926,14146.536891
475.0,600,14150.566581
420.0,607,14154.635857
525.0,820,14160.060652
380.0,560,14163.799319
540.0,912,14169.843299
315.0,421,14172.701283
555.0,648,14177.074208
450.0,601,14181.150652
530.0,776,14186.344893
465.0,643,14190.644059
285.0,573,14194.515595
470.0,596,14198.517199
550.0,1037,14205.451433
485.0,576,14209.341752
285.0,529,14212.888726
560.0,801,14218.261576
375.0,624,14222.474741
345.0,442,14225.465772
285.0,582,14229.388559
230.0,383,14231.972064
485.0,652,14236.366794
485.0,667,14240.8579
540.0,828,14246.404619
470.0,598,14250.42425
595.0,939,14256.735904
525.0,609,14260.818337
500.0,693,14265.499729
315.0,570,14269.317525
495.0,632,14273.575232
285.0,454,14276.649402
320.0,463,14279.781079
465.0,807,14285.233099
285.0,555,14288.975469
225.0,384,14291.573066
285.0,606,14295.617837
210.0,477,14298.83569
285.0,493,14302.140678
240.0,423,14304.996086
285.0,455,14308.051971
390.0,773,14313.28262
455.0,558,14317.030318
495.0,573,14320.876863
240.0,407,14323.633037
150.0,374,14326.165291
435.0,565,14329.971364
260.0,435,14332.917289
210.0,399,14335.593418
320.0,469,14338.78143
260.0,412,14341.592439
225.0,420,14344.416536
210.0,410,14347.160922
80.0,260,14348.908711
315.0,589,14352.873107
285.0,450,14355.920105
495.0,578,14359.81238
200.0,440,14362.784283
485.0,574,14366.653986
185.0,422,14369.477122
500.0,760,14374.59435
185.0,355,14377.003908
260.0,393,14379.654614
155.0,372,14382.178145
315.0,530,14385.756378
90.0,273,14387.595678
400.0,569,14391.44036
365.0,670,14395.953031
320.0,477,14399.158406
425.0,599,14403.206973
485.0,588,14407.14609
130.0,335,14409.410877
495.0,725,14414.282043
185.0,357,14416.693682
285.0,579,14420.612849
420.0,829,14426.170153
270.0,751,14431.233574
255.0,396,14433.917167
100.0,300,14435.936913
420.0,537,14439.562993
185.0,384,14442.164594
210.0,458,14445.262985
290.0,571,14449.098173
260.0,377,14451.6666
470.0,672,14456.199104
285.0,634,14460.475881
185.0,360,14462.890115
500.0,574,14466.761566
315.0,526,14470.300828
335.0,584,14474.234564
500.0,766,14479.413569
315.0,526,14482.951003
195.0,495,14486.289655
320.0,478,14489.512466
330.0,558,14493.291068
230.0,362,14495.723124
420.0,586,14499.656092
90.0,254,14501.355012
290.0,579,14505.253085
315.0,503,14508.647515
135.0,281,14510.540293
230.0,363,14512.974108
285.0,579,14516.865602
420.0,559,14520.611882
405.0,558,14524.386446
185.0,442,14527.349059
140.0,308,14529.434291
285.0,469,14532.612235
600.0,1031,14539.523593
240.0,440,14542.498564
210.0,399,14545.197977
105.0,296,14547.204509
125.0,283,14549.112157
320.0,500,14552.488381
315.0,523,14556.014689
255.0,430,14558.900079
365.0,552,14562.611674
435.0,600,14566.641789
395.0,605,14570.716745
195.0,333,14572.968989
390.0,525,14576.49724
300.0,534,14580.094518
470.0,685,14584.745553
575.0,825,14590.266679
320.0,486,14593.533792
185.0,344,14595.869924
315.0,427,14598.755478
75.0,279,14600.643601
395.0,572,14604.508699
215.0,372,14607.015967
555.0,908,14613.109432
125.0,265,14614.885657
95.0,260,14616.647878
450.0,580,14620.548446
365.0,719,14625.398035
620.0,635,14629.67382
535.0,702,14634.38609
295.0,473,14637.578316
475.0,587,14641.52759
345.0,475,14644.736238
425.0,551,14648.450986
495.0,879,14654.35109
320.0,502,14657.759645
315.0,492,14661.082862
185.0,393,14663.7293
620.0,626,14667.957592
365.0,735,14672.894534
485.0,740,14677.895429
315.0,500,14681.259878
510.0,673,14685.810061
185.0,351,14688.156374
470.0,644,14692.516288
240.0,425,14695.381502
240.0,377,14697.908329
110.0,330,14700.113647
345.0,526,14703.656236
340.0,618,14707.844723
395.0,576,14711.802045
450.0,567,14715.73941
320.0,512,14719.325785
420.0,572,14723.290933
215.0,416,14726.198575
420.0,595,14730.337054
420.0,566,14734.246527
345.0,494,14737.658232
285.0,446,14740.708525
495.0,859,14746.522727
420.0,533,14750.131794
225.0,398,14752.841585
285.0,684,14757.484777
130.0,389,14760.10398
315.0,498,14763.492709
570.0,1001,14770.213326
650.0,695,14774.900528
230.0,460,14778.019507
125.0,370,14780.48921
590.0,764,14785.646584
485.0,581,14789.561237
230.0,446,14792.581988
425.0,552,14796.289488
205.0,387,14798.907595
105.0,283,14800.805327
80.0,288,14802.755575
65.0,263,14804.536273
330.0,514,14808.025336
230.0,412,14810.809951
315.0,578,14814.698343
345.0,528,14818.242558
165.0,406,14820.988135
320.0,417,14823.807401
740.0,924,14830.017722
555.0,655,14834.423884
320.0,441,14837.384248
395.0,562,14841.166767
535.0,646,14845.532463
215.0,438,14848.484764
525.0,801,14853.920794
540.0,851,14859.624345
420.0,594,14863.632457
425.0,550,14867.319167
395.0,594,14871.327092
440.0,536,14874.928378
525.0,639,14879.22194
315.0,515,14882.671288
105.0,295,14884.654207
455.0,645,14888.984539
320.0,463,14892.093053
435.0,595,14896.104079
485.0,704,14900.838658
440.0,571,14904.679768
390.0,657,14909.09296
440.0,530,14912.647135
240.0,432,14915.539486
395.0,670,14920.028221
260.0,440,14922.981578
135.0,286,14924.883677
105.0,395,14927.539614
500.0,672,14932.040656
125.0,270,14933.875071
85.0,296,14935.876968
95.0,262,14937.64912
240.0,461,14940.802123
215.0,393,14943.530421
405.0,550,14947.322407
365.0,506,14950.83204
215.0,371,14953.395974
290.0,576,14957.385339
575.0,807,14962.949263
470.0,654,14967.472551
315.0,485,14970.827603
210.0,415,14973.693131
465.0,602,14977.827849
80.0,291,14979.844853
440.0,626,14984.123463
320.0,530,14987.760996
315.0,496,14991.16338
540.0,662,14995.679577
345.0,522,14999.257407
400.0,564,15003.125874
235.0,484,15006.428566
565.0,1086,15013.815117
135.0,276,15015.709915
575.0,966,15022.288219
135.0,390,15024.951396
600.0,849,15030.777604
485.0,534,15034.417252
475.0,632,15038.737479
510.0,645,15043.143303
240.0,379,15045.744965
285.0,621,15049.969177
345.0,515,15053.488705
570.0,1024,15060.468485
465.0,632,15064.784347
560.0,625,15069.057992
255.0,436,15072.043941
605.0,861,15077.984746
345.0,556,15081.844365
210.0,524,15085.4661
180.0,377,15088.079433
275.0,515,15091.64464
540.0,942,15098.127826
440.0,631,15102.499879
495.0,617,15106.718929
320.0,528,15110.343
315.0,536,15114.020747
190.0,386,15116.674361
210.0,370,15119.197161
340.0,605,15123.322017
390.0,557,15127.153566
170.0,346,15129.527029
315.0,520,15133.089398
495.0,629,15137.409132
405.0,545,15141.142898
490.0,597,15145.216228
495.0,726,15150.189409
435.0,531,15153.835728
400.0,546,15157.579023
575.0,975,15164.232234
345.0,510,15167.74486
105.0,290,15169.716378
345.0,500,15173.155212
155.0,355,15175.590972
370.0,564,15179.448871
485.0,678,15184.064182
545.0,744,15189.140416
370.0,569,15193.052697
370.0,557,15196.870178
405.0,608,15201.035337
285.0,572,15204.976123
150.0,287,15206.955174
930.0,951,15213.467275
80.0,275,15215.353787
330.0,494,15218.742348
315.0,499,15222.179546
435.0,589,15226.230111
470.0,598,15230.328649
725.0,863,15236.244194
470.0,566,15240.148661
495.0,582,15244.164863
450.0,558,15248.021073
120.0,265,15249.858331
525.0,640,15254.242625
215.0,378,15256.848024
575.0,1183,15264.974026
605.0,992,15271.789898
345.0,710,15276.684945
435.0,580,15280.67243
315.0,516,15284.210782
95.0,265,15286.02778
330.0,443,15289.084128
495.0,593,15293.157039
455.0,659,15297.694844
315.0,488,15301.061904
210.0,382,15303.688299
420.0,604,15307.828481
240.0,358,15310.31024
290.0,632,15314.651027
450.0,553,15318.421157
600.0,741,15323.433694
450.0,760,15328.605528
320.0,626,15332.883608
500.0,599,15336.935608
510.0,607,15341.07628
330.0,488,15344.412129
285.0,443,15347.436049
345.0,503,15350.86126
485.0,619,15355.069998
470.0,659,15359.577613
500.0,570,15363.462689
650.0,589,15367.480546
215.0,384,15370.105905
365.0,610,15374.243926
570.0,767,15379.450901
545.0,816,15385.017887
470.0,606,15389.17321
500.0,627,15393.417068
420.0,580,15397.36023
520.0,865,15403.253471
480.0,739,15408.27063
630.0,876,15414.229647
420.0,594,15418.323638
215.0,375,15420.925861
125.0,281,15422.855847
365.0,508,15426.35579
315.0,508,15429.829635
545.0,922,15436.073792
315.0,518,15439.61716
315.0,460,15442.76143
320.0,437,15445.747205
125.0,275,15447.651019
490.0,664,15452.21687
130.0,278,15454.129423
135.0,280,15456.043257
580.0,865,15461.945064
240.0,416,15464.790032
600.0,709,15469.59436
210.0,375,15472.167333
510.0,682,15476.817929
465.0,681,15481.460032
395.0,568,15485.334272
525.0,760,15490.508397
450.0,604,15494.630429
495.0,868,15500.56732
485.0,534,15504.265615
365.0,600,15508.404671
435.0,530,15512.026275
315.0,492,15515.412009
420.0,522,15519.016259
285.0,415,15521.882384
240.0,382,15524.491152
420.0,534,15528.182011
390.0,593,15532.240931
470.0,639,15536.638399
215.0,379,15539.240119
115.0,275,15541.144473
285.0,539,15544.864511
420.0,576,15548.822844
470.0,594,15552.889301
315.0,620,15557.144091
285.0,539,15560.866713
410.0,559,15564.726025
285.0,539,15568.432054
315.0,489,15571.797011
470.0,610,15575.988608
530.0,662,15580.542773
285.0,691,15585.292593
420.0,563,15589.1507
450.0,571,15593.097982
420.0,781,15598.456884
285.0,408,15601.276488
285.0,690,15606.038782
600.0,833,15611.729204
365.0,518,15615.307942
365.0,505,15618.734758
285.0,638,15623.068665
555.0,798,15628.506436
590.0,630,15632.791165
475.0,577,15636.757326
260.0,393,15639.436714
320.0,460,15642.571956
530.0,926,15648.852591
710.0,591,15652.884566
500.0,588,15656.902737
580.0,861,15662.739273
285.0,579,15666.688903
470.0,580,15670.679709
510.0,580,15674.673946
470.0,620,15678.950395
320.0,461,15682.118442
705.0,1092,15689.606223
365.0,537,15693.321148
315.0,567,15697.212947
185.0,357,15699.688735
335.0,537,15703.393909
210.0,407,15706.197545
290.0,550,15709.967802
470.0,591,15714.025488
275.0,463,15717.207776
495.0,625,15721.493315
365.0,561,15725.358079
470.0,562,15729.237452
365.0,525,15732.859682
330.0,452,15735.967473
435.0,532,15739.631436
420.0,626,15743.911649
505.0,601,15748.061722
575.0,564,15751.938452
345.0,469,15755.169019
95.0,265,15756.987628
285.0,534,15760.666583
695.0,730,15765.664789
290.0,534,15769.34707
240.0,422,15772.256791
365.0,570,15776.190749
60.0,279,15778.102456
305.0,626,15782.406049
425.0,679,15787.072916
290.0,539,15790.75781
285.0,423,15793.675931
135.0,276,15795.580207
695.0,849,15801.387959
395.0,547,15805.165947
470.0,583,15809.175848
420.0,675,15813.813945
345.0,505,15817.271864
420.0,565,15821.148119
330.0,490,15824.538047
555.0,891,15830.620525
240.0,371,15833.175561
285.0,513,15836.709636
470.0,589,15840.784513
440.0,625,15845.05957
290.0,471,15848.319325
755.0,778,15853.639628
315.0,424,15856.569537
305.0,495,15859.962575
510.0,688,15864.668143
540.0,826,15870.300059
70.0,266,15872.133943
495.0,619,15876.372335
540.0,780,15881.642429
330.0,502,15885.011598
315.0,444,15888.020641
330.0,506,15891.46747
345.0,477,15894.691656
135.0,284,15896.612309
345.0,471,15899.813278
405.0,568,15903.662126
160.0,347,15905.987873
65.0,270,15907.844732
335.0,492,15911.175019
420.0,553,15914.885042
470.0,587,15918.826042
335.0,431,15921.725713
330.0,423,15924.544736
330.0,518,15928.021003
315.0,488,15931.290397
330.0,521,15934.774003
225.0,387,15937.375226
120.0,302,15939.394531
185.0,355,15941.774895
435.0,570,15945.57412
405.0,566,15949.319362
315.0,748,15954.282425
210.0,346,15956.600913
315.0,459,15959.637377
210.0,374,15962.14723
225.0,400,15964.808086
315.0,447,15967.787398
315.0,545,15971.386232
200.0,302,15973.37104
390.0,573,15977.185626
285.0,552,15980.862334
450.0,644,15985.130879
495.0,703,15989.802169
450.0,589,15993.732432
315.0,677,15998.235499
90.0,279,16000.119964
575.0,962,16006.429122
90.0,422,16009.248412
285.0,535,16012.796667
345.0,513,16016.214077
320.0,431,16019.058727
390.0,610,16023.159948
555.0,791,16028.477582
210.0,387,16031.072953
315.0,469,16034.270511
135.0,279,16036.141326
470.0,652,16040.518272
345.0,520,16043.97025
95.0,264,16045.719934
495.0,717,16050.47449
195.0,464,16053.562104
240.0,379,16056.057292
315.0,468,16059.168027
135.0,290,16061.104534
165.0,408,16063.813732
470.0,614,16067.883196
330.0,427,16070.732089
315.0,434,16073.606905
95.0,262,16075.343576
450.0,535,16078.910121
450.0,564,16082.64845
320.0,424,16085.465104
315.0,428,16088.324048
335.0,623,16092.471718
450.0,595,16096.400325
575.0,985,16102.913307
315.0,527,16106.420702
390.0,613,16110.514945
215.0,374,16113.001864
110.0,296,16114.969888
525.0,652,16119.309188
470.0,604,16123.331181
485.0,697,16127.972789
450.0,641,16132.246632
195.0,358,16134.622888
315.0,480,16137.824098
150.0,376,16140.343351
120.0,283,16142.233593
345.0,511,16145.66132
105.0,258,16147.375018
295.0,513,16150.779514
195.0,381,16153.343262
435.0,596,16157.310061
340.0,446,16160.275707
405.0,593,16164.219164
315.0,461,16167.309404
315.0,419,16170.09711
450.0,540,16173.697321
120.0,383,16176.269664
315.0,494,16179.56879
330.0,489,16182.833397
95.0,272,16184.660119
470.0,643,16188.939043
295.0,484,16192.163505
330.0,512,16195.578409
240.0,429,16198.42178
105.0,271,16200.22663
320.0,448,16203.223686
155.0,298,16205.208485
300.0,493,16208.49961
420.0,535,16212.071521
450.0,580,16215.930229
465.0,617,16220.023677
470.0,606,16224.074581
315.0,455,16227.102667
240.0,688,16231.694513
500.0,608,16235.794385
465.0,555,16239.530789
315.0,490,16242.82923
555.0,948,16249.137182
420.0,521,16252.654986
470.0,638,16257.010208
495.0,615,16261.184975
420.0,563,16265.031895
320.0,500,16268.447787
405.0,605,16272.57344
315.0,502,16275.99664
320.0,453,16279.084484
150.0,295,16281.099593
315.0,452,16284.195559
240.0,459,16287.33515
135.0,277,16289.218948
390.0,575,16293.139343
455.0,594,16297.174246
330.0,490,16300.528653
420.0,506,16303.982435
135.0,282,16305.925226
520.0,596,16309.997511
420.0,702,16314.768002
120.0,281,16316.683306
495.0,677,16321.316118
365.0,544,16325.031477
450.0,808,16330.54209
495.0,638,16334.891232
365.0,467,16338.090239
380.0,573,16341.981521
575.0,1153,16349.798386
185.0,347,16352.187625
450.0,635,16356.534159
470.0,577,16360.464781
365.0,710,16365.300649
450.0,570,16369.177781
240.0,449,16372.234436
545.0,830,16377.884841
315.0,516,16381.4158
240.0,381,16384.010755
125.0,281,16385.926795
425.0,536,16389.597674
670.0,597,16393.692681
390.0,553,16397.457613
395.0,563,16401.312102
775.0,1109,16408.832663
470.0,597,16412.926419
420.0,533,16416.590558
255.0,464,16419.78421
345.0,476,16423.036556
635.0,1073,16430.320512
315.0,512,16433.807605
420.0,809,16439.316026
530.0,623,16443.566933
395.0,612,16447.730574
365.0,589,16451.738469
95.0,289,16453.714403
125.0,270,16455.566163
380.0,558,16459.356795
605.0,1128,16467.02457
185.0,366,16469.54049
580.0,976,16476.160287
525.0,605,16480.266248
500.0,647,16484.671783
285.0,493,16488.022731
625.0,864,16493.883957
315.0,517,16497.401051
475.0,679,16502.018584
350.0,508,16505.470416
225.0,493,16508.822957
425.0,587,16512.834382
495.0,671,16517.385949
470.0,647,16521.767356
440.0,615,16525.95584
525.0,566,16529.815722
525.0,918,16536.025637
155.0,297,16538.038484
125.0,272,16539.894574
495.0,692,16544.600862
330.0,518,16548.132262
345.0,512,16551.613185
470.0,587,16555.597316
470.0,622,16559.813351
495.0,586,16563.819402
515.0,667,16568.320712
345.0,500,16571.731323
420.0,700,16576.498689
95.0,265,16578.319787
315.0,425,16581.209718
440.0,654,16585.644934
215.0,368,16588.150296
595.0,811,16593.655956
